temperature,feels_like,humidity,wind_speed,weather_condition,time_of_day,season,occasion,recommended_top,recommended_bottom,recommended_outer
7,7,55,9.705977137074111,foggy,afternoon,winter,casual,shirts,jeans,puffer jacket
2,0,84,3.9323335454565846,clear,evening,winter,party,tops,leggings,coat
13,14,56,9.909700880309753,cloudy,evening,winter,casual,shirts,jeans,coat
11,10,89,5.595933376793547,clear,afternoon,winter,party,kurtas,jeans,coat
7,6,35,11.120160874658572,clear,morning,winter,party,shirts,jeans,coat
13,12,57,3.743713357277861,foggy,morning,winter,party,tops,jeans,coat
12,12,41,4.009854644235048,clear,night,winter,casual,shirts,jeans,coat
10,11,55,9.581022329108565,clear,night,winter,party,tops,trousers,puffer jacket
9,10,71,9.596640653523318,foggy,afternoon,winter,work,shirts,trousers,coat
7,9,84,7.210964158523848,sunny,evening,winter,work,kurtas,trousers,puffer jacket
4,2,77,8.190079990479935,foggy,evening,winter,party,kurtas,trousers,puffer jacket
4,6,68,2.2566970972934617,clear,morning,winter,casual,shirts,capris,puffer jacket
9,10,76,4.661801454941642,sunny,night,winter,work,tops,trousers,puffer jacket
3,5,86,6.2958417401319515,cloudy,evening,winter,casual,kurtas,jeans,puffer jacket
6,8,73,5.0141327823440385,clear,night,winter,work,kurtas,jeans,coat
5,6,81,13.901548330653137,cloudy,morning,winter,casual,kurtas,trousers,puffer jacket
10,8,87,10.519759186815644,clear,evening,winter,work,tops,trousers,puffer jacket
6,7,72,13.539405705576058,foggy,evening,winter,casual,tops,trousers,coat
10,12,63,10.538191425648598,clear,night,winter,casual,shirts,trousers,puffer jacket
6,4,66,3.1759464341063084,sunny,evening,winter,party,tops,jeans,coat
10,11,80,8.53973118685143,sunny,night,winter,work,tops,leggings,puffer jacket
9,11,39,7.712814607481519,cloudy,morning,winter,work,kurtas,leggings,puffer jacket
13,14,53,12.876108089926271,sunny,afternoon,winter,party,tops,trousers,coat
10,10,39,2.4340900748814,clear,afternoon,winter,casual,tops,jeans,coat
6,4,76,12.591970824249284,sunny,night,winter,party,kurtas,jeans,puffer jacket
7,9,70,8.108206012297146,sunny,night,winter,party,kurtas,jeans,coat
9,9,62,4.558330970551776,foggy,morning,winter,work,shirts,trousers,puffer jacket
9,10,78,6.410804160523127,clear,night,winter,casual,shirts,capris,puffer jacket
4,3,73,13.12001575162379,cloudy,evening,winter,party,shirts,jeans,coat
6,4,70,5.562224632653861,sunny,afternoon,winter,work,shirts,jeans,coat
6,7,61,3.5808188852220564,cloudy,night,winter,casual,kurtas,jeans,puffer jacket
12,12,40,14.1351217535418,cloudy,morning,winter,party,kurtas,trousers,puffer jacket
7,8,52,7.3433802191877735,clear,evening,winter,work,shirts,trousers,coat
8,6,54,1.8236589427868581,clear,evening,winter,party,kurtas,jeans,coat
8,8,73,9.292541753689605,cloudy,night,winter,party,shirts,trousers,coat
6,5,37,10.317741862139783,foggy,night,winter,party,tops,trousers,coat
2,0,45,10.534815395082425,sunny,afternoon,winter,party,kurtas,capris,coat
3,3,39,4.188951284635252,sunny,morning,winter,work,tops,jeans,puffer jacket
13,14,82,1.6439183875062346,sunny,afternoon,winter,casual,kurtas,trousers,puffer jacket
9,7,70,11.022287440650118,clear,afternoon,winter,work,shirts,jeans,puffer jacket
2,0,43,12.56720854000571,foggy,morning,winter,party,kurtas,leggings,coat
3,1,78,4.672739579942356,clear,night,winter,party,shirts,jeans,coat
13,15,69,12.56230033110235,clear,night,winter,casual,kurtas,jeans,puffer jacket
4,5,88,1.9360986687796538,clear,afternoon,winter,casual,shirts,trousers,puffer jacket
13,12,60,8.717640587969267,foggy,evening,winter,work,shirts,trousers,puffer jacket
3,5,44,2.76900837166085,foggy,afternoon,winter,casual,tops,jeans,puffer jacket
9,10,62,12.394579347856926,cloudy,afternoon,winter,work,kurtas,trousers,coat
2,1,59,7.846510391326122,sunny,afternoon,winter,casual,shirts,trousers,puffer jacket
12,14,42,1.2364147823926888,cloudy,night,winter,casual,shirts,trousers,puffer jacket
4,4,85,6.273237965724018,foggy,night,winter,party,tops,capris,puffer jacket
11,10,41,12.176106369467107,foggy,afternoon,winter,work,shirts,trousers,coat
7,7,87,6.089851866072733,cloudy,afternoon,winter,casual,kurtas,trousers,coat
13,11,44,12.011600950730852,sunny,afternoon,winter,party,tops,trousers,coat
12,10,43,2.6049933802250735,sunny,afternoon,winter,party,kurtas,jeans,coat
4,4,73,10.90595135475593,cloudy,evening,winter,work,kurtas,jeans,puffer jacket
5,6,46,11.884537699170535,clear,night,winter,work,kurtas,trousers,coat
10,11,41,1.4059755328790304,clear,afternoon,winter,casual,tops,trousers,coat
12,10,44,1.966397863396667,clear,afternoon,winter,party,shirts,trousers,coat
12,14,36,5.910332142660733,clear,morning,winter,casual,tops,trousers,puffer jacket
11,9,37,1.6215052774839696,sunny,afternoon,winter,casual,tops,leggings,coat
11,9,48,7.145595017169781,clear,evening,winter,work,kurtas,trousers,coat
12,14,44,6.319638627965987,clear,night,winter,work,tops,jeans,coat
7,6,45,7.740737198422113,cloudy,morning,winter,work,tops,jeans,coat
6,7,62,5.816546740326976,clear,evening,winter,casual,kurtas,trousers,puffer jacket
7,8,88,11.147072346258328,clear,night,winter,work,shirts,jeans,puffer jacket
8,10,77,11.44189220861366,cloudy,afternoon,winter,casual,shirts,trousers,coat
13,14,38,13.851572107193878,clear,evening,winter,casual,kurtas,jeans,coat
2,1,67,7.741864882225109,foggy,night,winter,work,shirts,trousers,coat
8,7,37,6.692850038165399,foggy,night,winter,party,tops,trousers,coat
7,6,42,2.5887085804373813,sunny,morning,winter,work,shirts,trousers,coat
13,14,53,10.99317701175547,foggy,night,winter,casual,shirts,trousers,coat
11,9,39,13.607970771450653,clear,evening,winter,work,tops,jeans,puffer jacket
13,14,72,4.127812250305238,clear,night,winter,party,shirts,jeans,coat
6,7,78,11.7439616720795,foggy,afternoon,winter,party,kurtas,trousers,puffer jacket
11,10,72,13.832204801915545,cloudy,afternoon,winter,casual,shirts,trousers,puffer jacket
8,7,43,2.7231166179621247,sunny,night,winter,work,kurtas,jeans,puffer jacket
5,3,53,4.41939704423672,foggy,evening,winter,party,tops,trousers,puffer jacket
6,5,84,1.0868614497479905,foggy,morning,winter,work,shirts,jeans,coat
7,9,69,4.668086004111348,sunny,morning,winter,work,shirts,jeans,puffer jacket
7,9,78,9.204519125199178,cloudy,evening,winter,casual,tops,jeans,coat
13,14,74,2.407273787488924,sunny,night,winter,party,shirts,trousers,coat
10,12,52,3.1708037975784764,sunny,night,winter,work,tops,trousers,coat
5,3,64,8.159494543644698,cloudy,night,winter,party,shirts,jeans,coat
4,5,61,2.9959169968535764,cloudy,morning,winter,party,shirts,trousers,coat
6,6,37,7.447873082721978,clear,morning,winter,party,shirts,jeans,coat
4,3,83,4.057642382776222,sunny,afternoon,winter,party,kurtas,trousers,puffer jacket
8,10,89,10.6429147155189,clear,morning,winter,party,kurtas,trousers,puffer jacket
6,6,87,1.7020557661219513,clear,afternoon,winter,casual,shirts,capris,puffer jacket
2,3,54,4.646616736999858,foggy,afternoon,winter,party,kurtas,trousers,coat
11,9,68,8.777140249358215,clear,morning,winter,casual,tops,capris,puffer jacket
2,0,44,6.424515268370915,cloudy,evening,winter,casual,tops,trousers,coat
9,9,51,14.0390143376765,cloudy,morning,winter,work,kurtas,trousers,coat
4,5,88,13.299003962208348,cloudy,evening,winter,work,tops,jeans,coat
11,9,86,2.0141635336624297,clear,night,winter,casual,kurtas,trousers,coat
10,9,64,12.556757580959555,foggy,night,winter,party,tops,trousers,coat
7,7,62,4.66161704545966,foggy,morning,winter,work,shirts,trousers,puffer jacket
11,13,74,7.747116794756007,sunny,morning,winter,casual,tops,jeans,coat
13,14,89,13.65585356921472,clear,evening,winter,work,kurtas,trousers,coat
11,10,79,9.29321858365355,foggy,evening,winter,work,shirts,capris,coat
9,8,74,14.451593434258273,cloudy,evening,winter,party,tops,jeans,puffer jacket
6,4,58,1.9431466890887765,cloudy,morning,winter,casual,tops,jeans,puffer jacket
4,6,86,10.180116557878272,sunny,afternoon,winter,casual,tops,trousers,coat
4,4,70,8.548295282352576,clear,evening,winter,casual,kurtas,trousers,coat
9,8,48,2.998821158894602,sunny,afternoon,winter,party,shirts,jeans,coat
6,4,67,14.568188950007437,foggy,night,winter,work,tops,trousers,coat
11,12,86,1.1609960249292874,sunny,morning,winter,work,kurtas,jeans,puffer jacket
7,8,67,13.617384229307259,foggy,afternoon,winter,work,shirts,jeans,coat
8,8,50,13.866435280592977,cloudy,evening,winter,casual,tops,trousers,coat
6,6,66,2.0179915655325527,sunny,night,winter,casual,tops,trousers,coat
12,11,65,8.854071816118179,cloudy,evening,winter,casual,shirts,trousers,coat
9,10,45,8.745956204702104,sunny,afternoon,winter,casual,shirts,jeans,puffer jacket
3,4,75,6.414068244068883,cloudy,afternoon,winter,work,kurtas,trousers,coat
11,9,85,14.092160653713318,sunny,afternoon,winter,party,kurtas,jeans,puffer jacket
5,3,51,3.2598828321455633,sunny,morning,winter,casual,kurtas,trousers,puffer jacket
3,1,66,11.981079793063682,cloudy,morning,winter,work,tops,trousers,coat
11,11,42,7.760637225845989,sunny,night,winter,party,tops,jeans,puffer jacket
13,13,63,11.436483633689557,sunny,afternoon,winter,casual,shirts,jeans,puffer jacket
13,14,83,10.137740548514277,clear,night,winter,work,shirts,jeans,coat
5,6,73,14.208395831665161,clear,night,winter,work,tops,trousers,puffer jacket
6,8,48,5.662024578531513,sunny,evening,winter,party,kurtas,trousers,coat
10,10,48,12.153732252965023,foggy,night,winter,work,shirts,jeans,puffer jacket
8,7,63,4.447426319906777,sunny,evening,winter,work,kurtas,trousers,coat
3,3,76,3.5106259709417733,clear,evening,winter,casual,shirts,jeans,puffer jacket
11,11,71,3.3466747367415337,foggy,afternoon,winter,work,shirts,trousers,puffer jacket
12,12,35,5.6049430579836885,cloudy,morning,winter,work,tops,trousers,puffer jacket
6,4,62,9.073429047719385,cloudy,morning,winter,party,kurtas,trousers,coat
3,2,41,11.72675790987195,cloudy,evening,winter,party,kurtas,leggings,puffer jacket
7,7,64,9.498649334194264,sunny,evening,winter,casual,kurtas,jeans,coat
10,8,77,5.765496428025248,clear,evening,winter,casual,shirts,leggings,puffer jacket
6,4,80,8.05308927284058,clear,night,winter,casual,kurtas,trousers,coat
7,7,88,13.821084615713385,cloudy,night,winter,casual,shirts,trousers,puffer jacket
3,2,41,14.665788748756901,foggy,night,winter,party,shirts,trousers,coat
3,2,37,12.313990207169885,cloudy,afternoon,winter,casual,shirts,jeans,coat
5,3,87,9.502237914807885,clear,afternoon,winter,work,shirts,trousers,puffer jacket
10,8,43,6.791885684685917,clear,afternoon,winter,party,shirts,jeans,puffer jacket
3,5,37,11.323222609336916,clear,evening,winter,work,shirts,trousers,coat
4,2,72,14.861570247074823,cloudy,night,winter,party,shirts,leggings,puffer jacket
8,6,60,2.7838433836921563,foggy,afternoon,winter,party,kurtas,trousers,coat
6,5,73,5.954248162547412,cloudy,night,winter,casual,kurtas,trousers,puffer jacket
5,5,63,11.751858506561724,cloudy,morning,winter,casual,shirts,trousers,coat
2,0,38,5.670023803268023,sunny,afternoon,winter,party,shirts,jeans,coat
10,9,71,13.737894744081714,foggy,morning,winter,party,kurtas,trousers,puffer jacket
10,11,56,3.759651497116719,cloudy,afternoon,winter,casual,kurtas,trousers,coat
2,2,43,8.3483778009887,sunny,afternoon,winter,party,shirts,jeans,coat
9,10,37,5.764204452002268,foggy,morning,winter,casual,shirts,capris,coat
5,6,63,3.8333478843393953,cloudy,morning,winter,work,kurtas,trousers,puffer jacket
8,9,68,1.3226910995424332,sunny,morning,winter,party,kurtas,jeans,puffer jacket
8,7,88,12.736429016404019,foggy,afternoon,winter,casual,kurtas,capris,coat
13,14,74,3.275229445468781,clear,night,winter,work,kurtas,trousers,coat
6,4,66,10.668075810080774,foggy,morning,winter,casual,tops,capris,puffer jacket
7,5,36,11.247544415746356,cloudy,morning,winter,work,shirts,trousers,puffer jacket
6,7,61,9.191033784067695,foggy,morning,winter,casual,kurtas,jeans,coat
12,10,63,8.015101869236045,clear,evening,winter,casual,tops,trousers,puffer jacket
6,7,41,12.577249231619366,sunny,afternoon,winter,work,shirts,trousers,puffer jacket
6,4,70,2.9836221073819855,cloudy,evening,winter,party,kurtas,leggings,puffer jacket
8,9,44,6.1110938465117295,foggy,evening,winter,casual,shirts,trousers,puffer jacket
3,3,51,13.823644737917922,sunny,morning,winter,casual,tops,jeans,puffer jacket
11,9,82,10.492031352346592,cloudy,morning,winter,casual,shirts,trousers,puffer jacket
10,12,62,11.432915491147508,sunny,morning,winter,casual,shirts,jeans,puffer jacket
9,9,46,10.679564169410847,cloudy,morning,winter,casual,shirts,leggings,puffer jacket
6,8,65,1.3754408627181056,clear,afternoon,winter,casual,tops,jeans,coat
8,9,62,7.514766565387999,clear,night,winter,work,tops,leggings,coat
6,4,69,4.909314270825464,foggy,afternoon,winter,casual,kurtas,jeans,coat
11,13,57,8.271263630652017,clear,morning,winter,party,shirts,trousers,puffer jacket
12,12,80,8.318307982904544,cloudy,afternoon,winter,party,kurtas,leggings,coat
3,3,84,4.091981165898609,sunny,night,winter,casual,shirts,trousers,puffer jacket
10,12,50,2.8620098434667205,clear,morning,winter,party,shirts,jeans,puffer jacket
3,4,54,10.05921509418241,cloudy,afternoon,winter,work,shirts,trousers,coat
3,3,82,13.990747505671118,foggy,night,winter,party,shirts,jeans,coat
12,10,79,6.645048051828072,clear,night,winter,work,shirts,jeans,coat
10,9,79,7.531726976442703,cloudy,night,winter,casual,shirts,trousers,puffer jacket
5,3,79,1.3101107396961598,cloudy,night,winter,party,shirts,trousers,coat
6,6,44,14.409195220787355,foggy,morning,winter,casual,kurtas,trousers,coat
11,11,42,12.058596315029655,foggy,night,winter,casual,kurtas,jeans,coat
12,14,72,5.771140247048729,clear,evening,winter,party,shirts,jeans,coat
11,10,36,1.058082836158279,foggy,night,winter,party,tops,capris,coat
4,6,42,11.055356289934503,sunny,evening,winter,casual,shirts,trousers,coat
4,5,50,10.663190841819766,cloudy,night,winter,party,kurtas,jeans,coat
12,14,42,7.559335024074011,cloudy,night,winter,party,kurtas,jeans,coat
8,8,66,10.250468353844472,foggy,morning,winter,party,kurtas,trousers,puffer jacket
5,5,38,1.4285565219569298,cloudy,evening,winter,casual,kurtas,jeans,coat
8,6,42,7.460526878869868,cloudy,afternoon,winter,work,kurtas,jeans,coat
6,6,46,6.943655015037116,foggy,evening,winter,work,shirts,leggings,puffer jacket
2,0,85,1.356886613563311,foggy,afternoon,winter,party,tops,jeans,puffer jacket
11,13,83,1.5775688074602383,foggy,morning,winter,work,kurtas,leggings,puffer jacket
2,3,87,1.4667148618594752,foggy,night,winter,work,shirts,trousers,coat
3,2,45,9.643356281043118,foggy,evening,winter,work,tops,jeans,coat
7,9,73,5.966815925401113,foggy,morning,winter,casual,tops,trousers,coat
6,7,48,14.492877728646164,sunny,evening,winter,work,shirts,trousers,coat
7,8,67,1.2039460047238397,cloudy,evening,winter,casual,kurtas,trousers,coat
2,2,50,11.387744712291175,clear,night,winter,work,shirts,jeans,puffer jacket
7,9,74,2.6070380400892406,clear,evening,winter,casual,kurtas,trousers,coat
5,3,44,12.755357493198716,cloudy,morning,winter,casual,shirts,trousers,puffer jacket
6,7,56,14.182328351152469,clear,night,winter,party,shirts,jeans,coat
12,11,69,12.425317946902211,foggy,afternoon,winter,casual,kurtas,jeans,puffer jacket
12,13,68,8.02422264042723,foggy,night,winter,casual,kurtas,leggings,puffer jacket
3,3,67,10.55935119175571,foggy,night,winter,work,kurtas,trousers,puffer jacket
10,8,65,10.811112970383032,clear,afternoon,winter,casual,kurtas,trousers,coat
12,13,42,9.077564791432618,foggy,morning,winter,work,shirts,trousers,puffer jacket
3,5,58,7.676101016878174,clear,afternoon,winter,party,kurtas,trousers,coat
10,10,66,7.130877012180656,cloudy,afternoon,winter,casual,shirts,trousers,puffer jacket
8,9,36,6.2744860839931835,sunny,night,winter,work,kurtas,trousers,puffer jacket
12,14,45,12.498323496462413,clear,afternoon,winter,casual,kurtas,trousers,puffer jacket
11,9,76,11.410925744452937,clear,evening,winter,casual,shirts,jeans,coat
10,9,89,3.651438819210349,sunny,evening,winter,party,kurtas,jeans,coat
6,5,73,9.545134867160415,cloudy,evening,winter,work,tops,trousers,puffer jacket
13,11,46,14.194435749360355,foggy,night,winter,work,shirts,jeans,coat
10,8,75,8.74081407117322,cloudy,evening,winter,work,kurtas,trousers,puffer jacket
2,1,87,4.298829087201788,cloudy,night,winter,party,shirts,trousers,coat
2,2,47,7.227192734425749,clear,morning,winter,work,tops,leggings,puffer jacket
13,12,63,12.85532374280967,clear,afternoon,winter,casual,kurtas,jeans,puffer jacket
7,9,51,12.992714750006673,sunny,evening,winter,party,shirts,trousers,coat
13,11,50,4.458282813925309,cloudy,evening,winter,work,shirts,jeans,coat
11,11,68,7.446892929927349,foggy,morning,winter,casual,kurtas,jeans,puffer jacket
